GeneSymbol	GeneId	EvidenceCode	Comments	isNegative	ExternalDatabase	DatabaseLink	Phenotypes
KRT5	3852	TAS	Epidermolysis bullosa simplex, Koebner type		OMIM	131900	epidermolysis bullosa simplex
KRT14	3861	TAS	Epidermolysis bullosa simplex, Koebner type		OMIM	131900	epidermolysis bullosa simplex
ITGB4	3691	TAS	Epidermolysis bullosa of hands and feet		OMIM	131800	epidermolysis bullosa simplex
KRT5	3852	TAS	Epidermolysis bullosa simplex, Weber-Cockayne type		OMIM	131800	epidermolysis bullosa simplex
KRT14	3861	TAS	Epidermolysis bullosa simplex, Weber-Cockayne type		OMIM	131800	epidermolysis bullosa simplex
PLEC	5339	TAS	Epidermolysis bullosa simplex, Ogna type		OMIM	131950	epidermolysis bullosa simplex
KRT14	3861	TAS	Epidermolysis bullosa simplex, recessive		OMIM	601001	epidermolysis bullosa simplex
KRT5	3852	TAS	Epidermolysis bullosa simplex with mottled pigmentation		OMIM	131960	epidermolysis bullosa simplex
KRT5	3852	TAS	Epidermolysis bullosa simplex, Dowling-Meara type		OMIM	131760	epidermolysis bullosa simplex
KRT14	3861	TAS	Epidermolysis bullosa simplex, Dowling-Meara type		OMIM	131760	epidermolysis bullosa simplex
KRT1	3848	TAS	Epidermolytic hyperkeratosis		OMIM	113800	epidermolytic hyperkeratosis
KRT10	3858	TAS	Epidermolytic hyperkeratosis		OMIM	113800	epidermolytic hyperkeratosis
ST3GAL5	8869	TAS	Amish infantile epilepsy syndrome		OMIM	609056	epilepsy syndrome
ATP6AP2	10159	TAS	Mental retardation, X-linked, with epilepsy		OMIM	300423	epilepsy syndrome;intellectual disability
COL9A2	1298	TAS	Epiphyseal dysplasia, multiple, 2		OMIM	600204	Epiphyseal dysplasia
MATN3	4148	TAS	Epiphyseal dysplasia, multiple, 5		OMIM	607078	Epiphyseal dysplasia
SLC26A2	1836	TAS	Epiphyseal dysplasia, multiple, 4		OMIM	226900	Epiphyseal dysplasia
COMP	1311	TAS	Epiphyseal dysplasia, multiple 1		OMIM	132400	Epiphyseal dysplasia
COL2A1	1280	TAS	Epiphyseal dysplasia, multiple, with myopia and deafness		OMIM	132450	Epiphyseal dysplasia
COL9A1	1297	TAS	Epiphyseal dysplasia, multiple, 6		OMIM	614135	Epiphyseal dysplasia
COL9A3	1299	TAS	Epiphyseal dysplasia, multiple, 3		OMIM	600969	Epiphyseal dysplasia
KCNA1	3736	TAS	Episodic ataxia/myokymia syndrome		OMIM	160120	episodic ataxia
CACNA1A	773	TAS	Episodic ataxia, type 2		OMIM	108500	episodic ataxia
CACNB4	785	TAS	Episodic ataxia, type 5		OMIM	613855	episodic ataxia
SLC1A3	6507	TAS	Episodic ataxia, type 6		OMIM	612656	episodic ataxia
GJB3	2707	TAS	Erythrokeratodermia variabilis et progressiva		OMIM	133200	erythrokeratodermia variabilis
GJB4	127534	TAS	Erythrokeratodermia variabilis with erythema gyratum repens		OMIM	133200	erythrokeratodermia variabilis
ALAS2	212	TAS	Protoporphyria, erythropoietic, X-linked		OMIM	300752	erythropoietic protoporphyria
FECH	2235	TAS	Protoporphyria, erythropoietic, autosomal recessive		OMIM	177000	erythropoietic protoporphyria
DLEC1	9940	TAS	Esophageal cancer		OMIM	133239	esophagus squamous cell carcinoma
RNF6	6049	TAS	Esophageal carcinoma, somatic		OMIM	133239	esophagus squamous cell carcinoma
TGFBR2	7048	TAS	Esophageal cancer, somatic		OMIM	133239	esophagus squamous cell carcinoma
WWOX	51741	TAS	Esophageal squamous cell carcinoma		OMIM	133239	esophagus squamous cell carcinoma
LZTS1	11178	TAS	Esophageal squamous cell carcinoma		OMIM	133239	esophagus squamous cell carcinoma
DEC1	50514	TAS	Esophageal squamous cell carcinoma		OMIM	133239	esophagus squamous cell carcinoma
ADD1	118	TAS	{Hypertension, essential, salt-sensitive}		OMIM	145500	essential hypertension
GNB3	2784	TAS	{Hypertension, essential, susceptibility to}		OMIM	145500	essential hypertension
NOS2	4843	TAS	{Hypertension, susceptibility to}		OMIM	145500	essential hypertension
RGS5	8490	TAS	[Blood pressure regulation QTL]		OMIM	145500	essential hypertension
PNMT	5409	TAS	?Hypertension, essential		OMIM	145500	essential hypertension
ATP1B1	481	TAS	[Blood pressure regulation QTL]		OMIM	145500	essential hypertension
NOS3	4846	TAS	{Hypertension, susceptibility to}		OMIM	145500	essential hypertension
AGTR1	185	TAS	Hypertension, essential		OMIM	145500	essential hypertension
PTGIS	5740	TAS	Hypertension, essential		OMIM	145500	essential hypertension
SELE	6401	TAS	[Blood pressure regulation QTL]		OMIM	145500	essential hypertension
AGT	183	TAS	{Hypertension, essential, susceptibility to}		OMIM	145500	essential hypertension
CYP3A5	1577	TAS	{Hypertension, salt-sensitive essential, susceptibility to}		OMIM	145500	essential hypertension
ECE1	1889	TAS	{Hypertension, essential, susceptibility to}		OMIM	145500	essential hypertension
DRD3	1814	TAS	{Essential tremor, susceptibility to}		OMIM	190300	essential tremor
LOXL1	4016	TAS	{Exfoliation syndrome, susceptibility to}		OMIM	177650	exfoliation syndrome
COX4I2	84701	TAS	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis		OMIM	612714	exocrine pancreatic insufficiency
TAF15	8148	TAS	Chondrosarcoma, extraskeletal myxoid		OMIM	612237	extraskeletal myxoid chondrosarcoma
TFG	10342	TAS	Chondrosarcoma, extraskeletal myxoid		OMIM	612237	extraskeletal myxoid chondrosarcoma
NR4A3	8013	TAS	Chondrosarcoma, extraskeletal myxoid		OMIM	612237	extraskeletal myxoid chondrosarcoma
TSPAN12	23554	TAS	Exudative vitreoretinopathy 5		OMIM	613310	exudative vitreoretinopathy
NDP	4693	TAS	Exudative vitreoretinopathy, X-linked		OMIM	305390	exudative vitreoretinopathy
FZD4	8322	TAS	Exudative vitreoretinopathy; Retinopathy of prematurity		OMIM	133780	exudative vitreoretinopathy
LRP5	4041	TAS	Exudative vitreoretinopathy 4		OMIM	601813	exudative vitreoretinopathy
GLA	2717	TAS	Fabry disease; Fabry disease, cardiac variant		OMIM	301500	Fabry disease
F5	2153	TAS	Factor V deficiency		OMIM	227400	factor V deficiency
F7	2155	TAS	Factor VII deficiency		OMIM	227500	factor VII deficiency
F8	2157	TAS	Hemophilia A		OMIM	306700	factor VIII deficiency
F10	2159	TAS	Factor X deficiency		OMIM	227600	factor X deficiency
F11	2160	TAS	Factor XI deficiency, autosomal dominant; Factor XI deficiency, autosomal recessive		OMIM	612416	factor XI deficiency
F12	2161	TAS	Factor XII deficiency		OMIM	234000	factor XII deficiency
F13B	2165	TAS	Factor XIIIB deficiency		OMIM	613235	factor XIII deficiency
F13A1	2162	TAS	Factor XIIIA deficiency		OMIM	613225	factor XIII deficiency
MUTYH	4595	TAS	Adenomas, multiple colorectal		OMIM	608456	familial adenomatous polyposis
APC	324	TAS	Adenomatous polyposis coli		OMIM	175100	familial adenomatous polyposis
NPPA	4878	TAS	Atrial fibrillation, familial, 6		OMIM	612201	familial atrial fibrillation
KCNQ1	3784	TAS	Atrial fibrillation, familial, 3		OMIM	607554	familial atrial fibrillation
KCNA5	3741	TAS	Atrial fibrillation, familial, 7		OMIM	612240	familial atrial fibrillation
KCNE2	9992	TAS	Atrial fibrillation, familial, 4		OMIM	611493	familial atrial fibrillation
LPL	4023	TAS	Combined hyperlipidemia, familial		OMIM	144250	familial combined hyperlipidemia
CACNA1A	773	TAS	Migraine, familial hemiplegic, 1; Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia		OMIM	141500	familial hemiplegic migraine
EPHX2	2053	TAS	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
LDLR	3949	TAS	Hypercholesterolemia, familial; LDL cholesterol level QTL2		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
APOA2	336	TAS	{Hypercholesterolemia, familial, modification of}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
PPP1R17	10842	TAS	{Hypercholesterolemia, susceptibility to}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
ITIH4	3700	TAS	{Hypercholesterolemia, susceptibility to}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
GHR	2690	TAS	{Hypercholesterolemia, familial, modification of}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
ABCA1	19	TAS	{Coronary artery disease in familial hypercholesterolemia, protection against}		OMIM	143890	familial hypercholesterolemia;Coronary artery disease
APOA5	116519	TAS	{Hypertriglyceridemia, susceptibility to}		OMIM	145750	familial hypertriglyceridemia
Rp1	6101	TAS	{Hypertriglyceridemia, susceptibility to}		OMIM	145750	familial hypertriglyceridemia
LIPI	149998	TAS	{Hypertriglyceridemia, susceptibility to}		OMIM	145750	familial hypertriglyceridemia
TNNC1	7134	TAS	Cardiomyopathy, familial hypertrophic, 13		OMIM	613243	familial hypertrophic cardiomyopathy
PRKAG2	51422	TAS	Cardiomyopathy, familial hypertrophic 6		OMIM	600858	familial hypertrophic cardiomyopathy
MYH6	4624	TAS	Cardiomyopathy, familial hypertrophic, 14		OMIM	613251	familial hypertrophic cardiomyopathy
MYBPC3	4607	TAS	Cardiomyopathy, familial hypertrophic, 4		OMIM	115197	familial hypertrophic cardiomyopathy
TNNI3	7137	TAS	Cardiomyopathy, familial hypertrophic, 7		OMIM	613690	familial hypertrophic cardiomyopathy
TNNT2	7139	TAS	Cardiomyopathy, familial hypertrophic, 2		OMIM	115195	familial hypertrophic cardiomyopathy
ACTC1	70	TAS	Cardiomyopathy, familial hypertrophic, 11		OMIM	612098	familial hypertrophic cardiomyopathy
MYL3	4634	TAS	Cardiomyopathy, familial hypertrophic, 8		OMIM	608751	familial hypertrophic cardiomyopathy
CSRP3	8048	TAS	Cardiomyopathy, familial hypertrophic, 12		OMIM	612124	familial hypertrophic cardiomyopathy
MYL2	4633	TAS	Cardiomyopathy, familial hypertrophic, 10		OMIM	608758	familial hypertrophic cardiomyopathy
VCL	7414	TAS	Cardiomyopathy, familial hypertrophic, 15		OMIM	613255	familial hypertrophic cardiomyopathy
TPM1	7168	TAS	Cardiomyopathy, familial hypertrophic, 3		OMIM	115196	familial hypertrophic cardiomyopathy
UMOD	7369	TAS	Hyperuricemic nephropathy, familial juvenile 1		OMIM	162000	familial juvenile hyperuricemic nephropathy
REN	5972	TAS	Hyperuricemic nephropathy, familial juvenile 2		OMIM	613092	familial juvenile hyperuricemic nephropathy
LPL	4023	TAS	Lipoprotein lipase deficiency		OMIM	238600	familial lipoprotein lipase deficiency
MEFV	4210	TAS	Familial Mediterranean fever, AR		OMIM	249100	familial Mediterranean fever
MEFV	4210	TAS	Familial Mediterranean fever, AD		OMIM	134610	familial Mediterranean fever
RET	5979	TAS	Medullary thyroid carcinoma		OMIM	155240	familial medullary thyroid carcinoma
NTRK1	4914	TAS	Medullary thyroid carcinoma, familial		OMIM	155240	familial medullary thyroid carcinoma
PTEN	5728	TAS	{Meningioma}		OMIM	607174	familial meningioma
MN1	4330	TAS	Meningioma		OMIM	607174	familial meningioma
SUFU	51684	TAS	{Meningioma, familial, susceptibility to}		OMIM	607174	familial meningioma
NF2	4771	TAS	Meningioma, NF2-related, somatic		OMIM	607174	familial meningioma
PPP1R3A	5506	TAS	Insulin resistance, severe, digenic		OMIM	604367	familial partial lipodystrophy
PPARG	5468	TAS	Insulin resistance, severe, digenic; Lipodystrophy, familial partial, type 3		OMIM	604367	familial partial lipodystrophy
LMNA	4000	TAS	Lipodystrophy, familial partial, 2		OMIM	151660	familial partial lipodystrophy
LYZ	4069	TAS	Amyloidosis, renal		OMIM	105200	familial visceral amyloidosis
FGA	2243	TAS	Amyloidosis, hereditary renal		OMIM	105200	familial visceral amyloidosis
APOA1	335	TAS	Amyloidosis, 3 or more types		OMIM	105200	familial visceral amyloidosis
SLC34A1	6569	TAS	Fanconi renotubular syndrome 2		OMIM	613388	Fanconi syndrome
FANCC	2176	TAS	Fanconi anemia, complementation group C		OMIM	227645	Fanconi's anemia
FANCF	2188	TAS	Fanconi anemia, complementation group F		OMIM	603467	Fanconi's anemia
SLX4	84464	TAS	Fanconi anemia, complementation group P		OMIM	613951	Fanconi's anemia
FANCI	55215	TAS	Fanconi anemia, complementation group I		OMIM	609053	Fanconi's anemia
RAD51C	5889	TAS	Fanconi anemia, complementation group 0		OMIM	613390	Fanconi's anemia
BRIP1	83990	TAS	Fanconi anemia, complementation group J		OMIM	609054	Fanconi's anemia
FANCB	2187	TAS	Fanconi anemia, complementation group B		OMIM	300514	Fanconi's anemia
FANCG	2189	TAS	Fanconi anemia, complementation group G		OMIM	614082	Fanconi's anemia
FANCM	57697	TAS	Fanconi anemia, complementation group M		OMIM	614087	Fanconi's anemia
BRCA2	675	TAS	Fanconi anemia, complementation group D1		OMIM	605724	Fanconi's anemia
FANCL	55120	TAS	Fanconi anemia, complementation group L		OMIM	614083	Fanconi's anemia
FANCA	2175	TAS	Fanconi anemia, complementation group A		OMIM	227650	Fanconi's anemia
PALB2	79728	TAS	Fanconi anemia, complementation group N		OMIM	610832	Fanconi's anemia
FANCD2	2177	TAS	Fanconi anemia, complementation group D2		OMIM	227646	Fanconi's anemia
FANCE	2178	TAS	Fanconi anemia, complementation group E		OMIM	600901	Fanconi's anemia
ASAH1	427	TAS	Farber lipogranulomatosis		OMIM	228000	Farber lipogranulomatosis
PRNP	5621	TAS	Insomnia, fatal familial		OMIM	600072	fatal familial insomnia
SCO2	9997	TAS	Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency		OMIM	604377	fatal infantile encephalocardiomyopathy
G6PD	2539	TAS	Favism		OMIM	134700	favism
GPR98	84059	TAS	Febrile seizures, familial, 4		OMIM	604352	Febrile seizures
CPA6	57094	TAS	Febrile seizures, familial, 11		OMIM	614418	Febrile seizures
FLNA	2316	TAS	FG syndrome 2		OMIM	300321	FG syndrome
MED12	9968	TAS	Opitz-Kaveggia syndrome		OMIM	305450	FG syndrome
CASK	8573	TAS	FG syndrome 4; Mental retardation, with or without nystagmus		OMIM	300422	FG syndrome
ACVR1	90	TAS	Fibrodysplasia ossificans progressiva		OMIM	135100	fibrodysplasia ossificans progressiva
GSN	2934	TAS	Amyloidosis, Finnish type		OMIM	105120	Finnish type amyloidosis
PORCN	64840	TAS	Focal dermal hypoplasia		OMIM	305600	focal dermal hypoplasia
APOL1	8542	TAS	{End-stage renal disease, nondiabetic, susceptibility to}; {Glomerulosclerosis, focal segmental, 4, susceptibility to}		OMIM	612551	focal segmental glomerulosclerosis
ACTN4	81	TAS	Glomerulosclerosis, focal segmental, 1		OMIM	603278	focal segmental glomerulosclerosis
CD2AP	23607	TAS	Glomerulosclerosis, focal segmental, 3		OMIM	607832	focal segmental glomerulosclerosis
TRPC6	7225	TAS	Glomerulosclerosis, focal segmental, 2		OMIM	603965	focal segmental glomerulosclerosis
INF2	64423	TAS	Glomerulosclerosis, focal segmental, 5		OMIM	613237	focal segmental glomerulosclerosis
HRAS	3265	TAS	{Thyroid carcinoma, follicular, somatic}		OMIM	188470	follicular thyroid carcinoma
PTEN	5728	TAS	Thyroid carcinoma, follicular, somatic		OMIM	188470	follicular thyroid carcinoma
NRAS	4893	TAS	Thyroid carcinoma, follicular, somatic		OMIM	188470	follicular thyroid carcinoma
MINPP1	9562	TAS	Thyroid carcinoma, follicular		OMIM	188470	follicular thyroid carcinoma
PAX6	5080	TAS	Foveal hyperplasia		OMIM	136520	Foveal hyperplasia
FMR1	2332	TAS	Fragile X syndrome		OMIM	300624	fragile X syndrome
WT1	7490	TAS	Frasier syndrome		OMIM	136680	Frasier syndrome
FXN	2395	TAS	Friedreich ataxia with retained reflexes; Friedreich ataxia		OMIM	229300	Friedreich ataxia
PSEN1	5663	TAS	Dementia, frontotemporal		OMIM	600274	frontotemporal dementia
MAPT	4137	TAS	Dementia, frontotemporal, with or without parkinsonism		OMIM	600274	frontotemporal dementia
ALDOB	229	TAS	Fructose intolerance		OMIM	229600	Fructose intolerance
FBP1	2203	TAS	Fructose-1,6-bidphosphatase deficiency		OMIM	229700	fructose-1,6-bisphosphatase deficiency
COL8A2	1296	TAS	Corneal dystrophy, Fuchs endothelial, 1		OMIM	136800	Fuchs' endothelial dystrophy
SLC4A11	83959	TAS	Corneal dystrophy, Fuchs endothelial, 4		OMIM	613268	Fuchs' endothelial dystrophy
ZEB1	6935	TAS	Corneal dystrophy, Fuchs endothelial, 6		OMIM	613270	Fuchs' endothelial dystrophy
FUCA1	2517	TAS	Fucosidosis		OMIM	230000	fucosidosis
FKTN	2218	TAS	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4		OMIM	253800	Fukuyama congenital muscular dystrophy
RLBP1	6017	TAS	Fundus albipunctatus; Retinitis punctata albescens		OMIM	136880	fundus albipunctatus
RDH5	5959	TAS	Fundus albipunctatus		OMIM	136880	fundus albipunctatus
RHO	6010	TAS	Retinitis punctata albescens		OMIM	136880	fundus albipunctatus
PRPH2	5961	TAS	Retinitis punctata albescens		OMIM	136880	fundus albipunctatus
TIMP3	7078	TAS	Sorsby fundus dystrophy		OMIM	136900	fundus dystrophy
ABAT	18	TAS	GABA-transaminase deficiency		OMIM	613163	GABA aminotransferase deficiency
GALK1	2584	TAS	Galactokinase deficiency with cataracts		OMIM	230200	galactokinase deficiency
GALE	2582	TAS	Galactose epimerase deficiency		OMIM	230350	galactosemia
GALT	2592	TAS	Galactosemia		OMIM	230400	galactosemia
IL2RG	3561	TAS	Severe combined immunodeficiency, X-linked		OMIM	300400	gamma chain deficiency
GLB1	2720	TAS	GM1-gangliosidosis, type I		OMIM	230500	gangliosidosis GM1
GLB1	2720	TAS	GM1-gangliosidosis, type III		OMIM	230650	gangliosidosis GM1
GLB1	2720	TAS	GM1-gangliosidosis, type II		OMIM	230600	gangliosidosis GM1
SDHC	6391	TAS	Gastrointestinal stromal tumor		OMIM	606764	gastrointestinal stromal tumor
PDGFRA	5156	TAS	Gastrointestinal stromal tumor, somatic		OMIM	606764	gastrointestinal stromal tumor
SDHB	6390	TAS	Gastrointestinal stromal tumor		OMIM	606764	gastrointestinal stromal tumor
KIT	3815	TAS	Gastrointestinal stromal tumor, familial		OMIM	606764	gastrointestinal stromal tumor
GBA	2629	TAS	Gaucher disease, type II		OMIM	230900	Gaucher's disease
GBA	2629	TAS	Gaucher disease, type IIIC		OMIM	231005	Gaucher's disease
GBA	2629	TAS	Gaucher disease, type III		OMIM	231000	Gaucher's disease
PSAP	5660	TAS	Gaucher disease, atypical		OMIM	610539	Gaucher's disease
GBA	2629	TAS	Gaucher disease, perinatal lethal		OMIM	608013	Gaucher's disease
ENPP1	5167	TAS	Arterial calcification, generalized, of infancy, 1		OMIM	208000	generalized arterial calcification of infancy
GABRD	2563	TAS	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}; {Epilepsy, idiopathic generalized, 10}; {Epilepsy, juvenile myoclonic, susceptibility to}		OMIM	613060	generalized epilepsy with febrile seizures plus
GABRG2	2566	TAS	Epilepsy, generalized, with febrile seizures plus, type 3; Febrile seizures, familial, 8		OMIM	611277	generalized epilepsy with febrile seizures plus
SCN1B	6324	TAS	Epilepsy, generalized, with febrile seizures plus, type 1		OMIM	604233	generalized epilepsy with febrile seizures plus
SCN1A	6323	TAS	Epilepsy, generalized, with febrile seizures plus, type 2; Febrile seizures, familial, 3A		OMIM	604403	generalized epilepsy with febrile seizures plus
SCN9A	6335	TAS	Epilepsy, generalized, with febrile seizures plus, type 7; Febrile seizures, familial, 3B		OMIM	613863	generalized epilepsy with febrile seizures plus
PRNP	5621	TAS	Gerstmann-Straussler disease		OMIM	137440	Gerstmann-Straussler-Scheinker disease
NLRP7	199713	TAS	Hydatidiform mole		OMIM	231090	gestational trophoblastic neoplasm
KHDC3L	154288	TAS	Hydatidiform mole, recurrent, 2		OMIM	614293	gestational trophoblastic neoplasm
UGT1A1	54658	TAS	[Gilbert syndrome]		OMIM	143500	Gilbert syndrome
SLITRK1	114798	TAS	Tourette syndrome		OMIM	137580	Gilles de la Tourette syndrome
SLC12A3	6559	TAS	Gitelman syndrome		OMIM	263800	Gitelman syndrome
ITGB3	3690	TAS	Glanzmann thrombasthenia		OMIM	273800	Glanzmann's thrombasthenia
ITGA2B	3674	TAS	Glanzmann thrombasthenia		OMIM	273800	Glanzmann's thrombasthenia
OPTN	10133	TAS	{Glaucoma, normal tension, susceptibility to}		OMIM	606657	glaucoma
OPA1	4976	TAS	{Glaucoma, normal tension, susceptibility to}		OMIM	606657	glaucoma
BRCA2	675	TAS	{Glioblastoma 3}		OMIM	613029	glioblastoma
FN1	2335	TAS	Glomerulopathy with fibronectin deposits 2		OMIM	601894	Glomerulopathy
MYO1E	4643	TAS	Glomerulosclerosis, focal segmental, 6		OMIM	614131	Glomerulosclerosis
CYP11B1	1584	TAS	Aldosteronism, glucocorticoid-remediable		OMIM	103900	glucocorticoid-remediable aldosteronism
ETFB	2109	TAS	Glutaric acidemia IIB		OMIM	231680	Glutaric acidemia
ETFDH	2110	TAS	Glutaric acidemia IIC		OMIM	231680	Glutaric acidemia
ETFA	2108	TAS	Glutaric acidemia IIA		OMIM	231680	Glutaric acidemia
GCDH	2639	TAS	Glutaricaciduria, type I		OMIM	231670	Glutaric aciduria
C7orf10	79783	TAS	[Glutaric aciduria III]		OMIM	231690	Glutaric aciduria
GSS	2937	TAS	Glutathione synthetase deficiency		OMIM	266130	Glutathione synthetase deficiency
GLDC	2731	TAS	Glycine encephalopathy		OMIM	605899	glycine encephalopathy
GCSH	2653	TAS	Glycine encephalopathy		OMIM	605899	glycine encephalopathy
AMT	275	TAS	Glycine encephalopathy		OMIM	605899	glycine encephalopathy
GYS1	2997	TAS	Glycogen storage disease 0, muscle		OMIM	611556	glycogen storage disease
ENO3	2027	TAS	Glycogen storage disease XIII		OMIM	612932	glycogen storage disease
PRKAG2	51422	TAS	Glycogen storage disease of heart, lethal congenital		OMIM	261740	glycogen storage disease
ALDOA	226	TAS	Glycogen storage disease XII		OMIM	611881	glycogen storage disease
GYS2	2998	TAS	Glycogen storage disease, type 0		OMIM	240600	glycogen storage disease
PGM1	5236	TAS	Glycogen storage disease XIV		OMIM	612934	glycogen storage disease
PHKA1	5255	TAS	Muscle glycogenosis		OMIM	300559	glycogen storage disease
