# Plain text terms we recognize when loading GEO data, and we map them immediately to an Ontology term
# the fields are 1. string to be matched; 2. The value 3. ValueUri 4. Category 5. CategoryUri
# Case of the string value is ignored; the category is checked against the type of variable imported, so if it doesn't match what we have here,
# it won't be mapped.
# String value	value	valueUri	category	categoryUri
PBMCs	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
PBMCs from peripheral blood	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
PBS	phosphate buffered saline solution	http://purl.obolibrary.org/obo/OBI_0100046	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
pcr	polymerase chain reaction	http://purl.obolibrary.org/obo/OBI_0000415	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
PDAC	pancreatic ductal adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005184	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric acute leukemia	childhood acute myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0004996	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric acute leukemia	childhood acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000870	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric acute lymphoblastic leukemia	childhood acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000870	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric T-ALL	childhood acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000870	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric T-ALL cells	childhood acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0000870	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pediatric T-ALL cells	T-cell childhood acute lymphocytic leukemia	http://purl.obolibrary.org/obo/MONDO_0000871	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Periferal blood mononuclear cells	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
peripheral blood cell	blood cell	http://purl.obolibrary.org/obo/CL_0000081	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral Blood cells	blood cell	http://purl.obolibrary.org/obo/CL_0000081	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral blood leucocyte	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral blood leukocytes	leukocyte	http://purl.obolibrary.org/obo/CL_0000738	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral blood lymphocytes	lymphocyte	http://purl.obolibrary.org/obo/CL_0000542	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral blood monocytes	monocyte	http://purl.obolibrary.org/obo/CL_0000576	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral blood mononuclear	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral Blood Mononuclear Cell (PBMC)	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral blood mononuclear cells	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral Blood Mononuclear Cells (PBMC)	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral blood mononuclear cells (PBMCs)	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Peripheral blood sample	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
peripheral lymphocytes	lymphocyte	http://purl.obolibrary.org/obo/CL_0000542	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
peripheral T-cell lymphoma (PTCL)	peripheral T-cell lymphoma, not otherwise specified	http://purl.obolibrary.org/obo/MONDO_0004964	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Peripheral T-Cell Lymphoma-Not Otherwise Specified	peripheral T-cell lymphoma, not otherwise specified	http://purl.obolibrary.org/obo/MONDO_0004964	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Peripheral whole blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
PFC	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
pheochromocytoma	adrenal gland pheochromocytoma	http://purl.obolibrary.org/obo/MONDO_0004974	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Pilocytic astrocytoma	pilocytic astrocytoma	http://purl.obolibrary.org/obo/MONDO_0016691	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pineal gland	pineal body	http://purl.obolibrary.org/obo/UBERON_0001905	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Piriform Cortex	piriform cortex	http://purl.obolibrary.org/obo/UBERON_0004725	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Pituitary	pituitary gland	http://purl.obolibrary.org/obo/UBERON_0000007	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
pituitary adenoma	pituitary gland adenoma	http://purl.obolibrary.org/obo/MONDO_0006373	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pituitary gland	pituitary gland	http://purl.obolibrary.org/obo/UBERON_0000007	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
placebo	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
placenta	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
placental tissue	placenta	http://purl.obolibrary.org/obo/UBERON_0001987	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
plasma	blood plasma	http://purl.obolibrary.org/obo/UBERON_0001969	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
pluripotent stem cell	pluripotent stem cell	http://purl.obolibrary.org/obo/CL_0002248	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
pluripotent stem cells	pluripotent stem cell	http://purl.obolibrary.org/obo/CL_0002248	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
PMBCs	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
polymorphnuclear leukocytes	granulocyte	http://purl.obolibrary.org/obo/CL_0000094	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
polymorphonuclear leukocytes	granulocyte	http://purl.obolibrary.org/obo/CL_0000094	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Pons	pons	http://purl.obolibrary.org/obo/UBERON_0000988	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Post-menopausal	postmenopausal	http://www.ebi.ac.uk/efo/EFO_0002721	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
post-mortem brain tissue	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
post-mortem cerebellum (white matter)	white matter of cerebellum	http://purl.obolibrary.org/obo/UBERON_0002317	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
post-mortem tissue	post mortem specimen	http://purl.obolibrary.org/obo/OBI_0000902	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
Posterior Cingulate Cortex	posterior cingulate cortex	http://purl.obolibrary.org/obo/UBERON_0022353	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
postmenopausal	postmenopausal	http://www.ebi.ac.uk/efo/EFO_0002721	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
postmortem brain	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
postpartum	postpartum	http://www.ebi.ac.uk/efo/EFO_0008562	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
Pre Frontal Cortex	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Pre-menopausal	premenopausal status	http://purl.obolibrary.org/obo/OBI_0002412	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
Precursor B-cell acute lymphoblastic leukemia (ALL)	precursor B-cell acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0020511	disease	http://www.ebi.ac.uk/efo/EFO_0000408
precursor-B ALL	precursor B-cell acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0020511	disease	http://www.ebi.ac.uk/efo/EFO_0000408
prefrontal cortex	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
prefrontal cortex (BA46)	Brodmann (1909) area 46	http://purl.obolibrary.org/obo/UBERON_0006483	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
prefrontal cortex (BA9)	Brodmann (1909) area 9	http://purl.obolibrary.org/obo/UBERON_0013540	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Prefrontal cortex (PFC)	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Pregnant	female pregnancy	http://purl.obolibrary.org/obo/GO_0007565	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
Prelimbic cortex	prelimbic area	http://purl.obolibrary.org/obo/UBERON_8440032	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
premenopausal	premenopausal status	http://purl.obolibrary.org/obo/OBI_0002412	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
prenatal control	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	diet	http://www.ebi.ac.uk/efo/EFO_0002755
Primary Acute Lymphoblastic Leukemia Cells	acute lymphoblastic leukemia	http://purl.obolibrary.org/obo/MONDO_0004967	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary astrocytes	astrocyte	http://purl.obolibrary.org/obo/CL_0000127	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary bladder cancer	urinary bladder cancer	http://purl.obolibrary.org/obo/MONDO_0001187	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary brain tumor tissue	brain neoplasm	http://purl.obolibrary.org/obo/MONDO_0021211	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast cancer	breast cancer	http://purl.obolibrary.org/obo/MONDO_0007254	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast cancer sample, fresh-frozen	breast cancer	http://purl.obolibrary.org/obo/MONDO_0007254	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast cancer tissue	breast cancer	http://purl.obolibrary.org/obo/MONDO_0007254	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast cancer, ER negative	estrogen-receptor negative breast cancer	http://purl.obolibrary.org/obo/MONDO_0006513	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast cancer, ER positive	estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/MONDO_0006512	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast tumor	breast neoplasm	http://purl.obolibrary.org/obo/MONDO_0021100	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary breast tumor - fresh surgical samples	breast neoplasm	http://purl.obolibrary.org/obo/MONDO_0021100	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary cancer cell	cancer	http://purl.obolibrary.org/obo/MONDO_0004992	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary CD4+ T cells	CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/CL_0000624	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary cerebella	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Primary Cerebrocortical Cultures	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
primary colon adenocarcinoma	colon adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0002271	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary colorectal adenocarcinoma	colorectal adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005008	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary cortical neurons	cerebral cortex neuron	http://purl.obolibrary.org/obo/CL_0010012	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary culture	primary cultured cell	http://purl.obolibrary.org/obo/CL_0000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary Cutlure Mouse Cortical Neurons	cerebral cortex neuron	http://purl.obolibrary.org/obo/CL_0010012	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary fibroblasts	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary gastric cancer	gastric cancer	http://purl.obolibrary.org/obo/MONDO_0001056	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary gastric tumour	gastric neoplasm	http://purl.obolibrary.org/obo/MONDO_0021085	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary hepatocytes	hepatocyte	http://purl.obolibrary.org/obo/CL_0000182	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary hippocampal neurons	hippocampal neuron	http://purl.obolibrary.org/obo/CL_0002608	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary human osteoblasts	osteoblast	http://purl.obolibrary.org/obo/CL_0000062	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary human skeletal myotube cells	myotube	http://purl.obolibrary.org/obo/CL_0002372	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary liposarcoma	liposarcoma	http://purl.obolibrary.org/obo/MONDO_0005060	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary lung cancer	lung cancer	http://purl.obolibrary.org/obo/MONDO_0008903	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary lung fibroblast	fibroblast of lung	http://purl.obolibrary.org/obo/CL_0002553	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary lung tumor	lung neoplasm	http://purl.obolibrary.org/obo/MONDO_0021117	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary medulloblastoma	medulloblastoma	http://purl.obolibrary.org/obo/MONDO_0007959	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Primary medulloblastoma tumor tissue	medulloblastoma	http://purl.obolibrary.org/obo/MONDO_0007959	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary microglia	microglial cell	http://purl.obolibrary.org/obo/CL_0000129	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary monocyte-derived macrophages	macrophage	http://purl.obolibrary.org/obo/CL_0000235	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary mouse microglia	microglial cell	http://purl.obolibrary.org/obo/CL_0000129	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary Neuron	neuron	http://purl.obolibrary.org/obo/CL_0000540	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary neurons	neuron	http://purl.obolibrary.org/obo/CL_0000540	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary NSCLC	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary prostate cancer	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primary rat hepatocytes	hepatocyte	http://purl.obolibrary.org/obo/CL_0000182	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Primary T-cells	T cell	http://purl.obolibrary.org/obo/CL_0000084	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
primary tumor	primary tumor sample	http://www.ebi.ac.uk/efo/EFO_0010942	disease	http://www.ebi.ac.uk/efo/EFO_0000408
primordial germ cells	primordial germ cell	http://purl.obolibrary.org/obo/CL_0000670	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
prostaglandin E2 (PGE2)	prostaglandin E2	http://purl.obolibrary.org/obo/CHEBI_15551	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
prostate	prostate gland	http://purl.obolibrary.org/obo/UBERON_0002367	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
prostate cancer	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Prostate cancer cell line	prostate cancer cell line	http://purl.obolibrary.org/obo/BTO_0001033	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Prostate cancer cell line	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
prostate cancer cells	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Prostate cancer primary tumor	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
prostate cancer sample	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
prostate tumor	prostate neoplasm	http://purl.obolibrary.org/obo/MONDO_0021259	disease	http://www.ebi.ac.uk/efo/EFO_0000408
prostate tumor/tissue	prostate neoplasm	http://purl.obolibrary.org/obo/MONDO_0021259	disease	http://www.ebi.ac.uk/efo/EFO_0000408
proximal colon	right colon	http://purl.obolibrary.org/obo/UBERON_0008972	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
psoriasis	psoriasis	http://purl.obolibrary.org/obo/MONDO_0005083	disease	http://www.ebi.ac.uk/efo/EFO_0000408
PTCL	mature T-cell and NK-cell non-Hodgkin lymphoma	http://purl.obolibrary.org/obo/MONDO_0000430	disease	http://www.ebi.ac.uk/efo/EFO_0000408
PTSD	post-traumatic stress disorder	http://purl.obolibrary.org/obo/MONDO_0005146	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Pulmonary embolism	pulmonary embolism	http://purl.obolibrary.org/obo/MONDO_0005279	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pulmonary epithelial cells	epithelial cell of lung	http://purl.obolibrary.org/obo/CL_0000082	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Purkinje Cells	Purkinje cell	http://purl.obolibrary.org/obo/CL_0000121	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
putamen	putamen	http://purl.obolibrary.org/obo/UBERON_0001874	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
pyramidal neuron cell	pyramidal neuron	http://purl.obolibrary.org/obo/CL_0000598	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Pyramidal neurons	pyramidal neuron	http://purl.obolibrary.org/obo/CL_0000598	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Quadriceps	quadriceps femoris	http://purl.obolibrary.org/obo/UBERON_0001377	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
quadriceps muscle	quadriceps femoris	http://purl.obolibrary.org/obo/UBERON_0001377	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
race: Caucasian	European	http://purl.obolibrary.org/obo/HANCESTRO_0005	population	http://purl.obolibrary.org/obo/OBI_0000181
Rapamycin	sirolimus	http://purl.obolibrary.org/obo/CHEBI_9168	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
rat adipose tissue	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat aortic smooth muscle cells (RASMC)	aortic smooth muscle cell	http://purl.obolibrary.org/obo/CL_0002539	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Rat gastrocnemius muscle	gastrocnemius	http://purl.obolibrary.org/obo/UBERON_0001388	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat Hippocampus	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat Liver	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat Raphe	raphe nuclei	http://purl.obolibrary.org/obo/UBERON_0004684	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat Skeletal Muscle (gas)	gastrocnemius	http://purl.obolibrary.org/obo/UBERON_0001388	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat Somatomotor Cortex	primary motor cortex	http://purl.obolibrary.org/obo/UBERON_0001384	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat spinal cord	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Rat spinal cord Injury site	spinal cord injury	http://purl.obolibrary.org/obo/MONDO_0043797	disease	http://www.ebi.ac.uk/efo/EFO_0000408
rat whole lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
rectal cancer	rectal cancer	http://purl.obolibrary.org/obo/MONDO_0006519	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Rectum	rectum	http://purl.obolibrary.org/obo/UBERON_0001052	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
recurrence	recurrent	http://purl.obolibrary.org/obo/PATO_0000427	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Recurrent	recurrent	http://purl.obolibrary.org/obo/PATO_0000427	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
reference	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
reference RNA	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
relapsing remmiting EAE	experimental autoimmune encephalomyelitis	http://purl.obolibrary.org/obo/MONDO_0005134	disease	http://www.ebi.ac.uk/efo/EFO_0000408
renal	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Renal cell carcinoma	renal cell carcinoma	http://purl.obolibrary.org/obo/MONDO_0005086	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Renal cortex	cortex of kidney	http://purl.obolibrary.org/obo/UBERON_0001225	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
renal tissue	kidney	http://purl.obolibrary.org/obo/UBERON_0002113	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Resistant	resistant to	http://purl.obolibrary.org/obo/PATO_0001178	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
resting monocyes	monocyte	http://purl.obolibrary.org/obo/CL_0000576	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
retina	retina	http://purl.obolibrary.org/obo/UBERON_0000966	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
retinal endothelial cells	retinal blood vessel endothelial cell	http://purl.obolibrary.org/obo/CL_0002585	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Retinal ganglion cells	retinal ganglion cell	http://purl.obolibrary.org/obo/CL_0000740	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
retinal organoid	retina	http://purl.obolibrary.org/obo/UBERON_0000966	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
retinal pigment epithelial cells	retinal pigment epithelial cell	http://purl.obolibrary.org/obo/CL_0002586	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Retinal Pigment Epithelium	pigmented layer of retina	http://purl.obolibrary.org/obo/UBERON_0001782	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
retinoblastoma	retinoblastoma	http://purl.obolibrary.org/obo/MONDO_0008380	disease	http://www.ebi.ac.uk/efo/EFO_0000408
retinoic acid	retinoic acid	http://purl.obolibrary.org/obo/CHEBI_26536	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
rheumatoid arthritis	rheumatoid arthritis	http://purl.obolibrary.org/obo/MONDO_0008383	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Rheumatoid arthritis patient	rheumatoid arthritis	http://purl.obolibrary.org/obo/MONDO_0008383	disease	http://www.ebi.ac.uk/efo/EFO_0000408
right hemisphere	right cerebral hemisphere	http://purl.obolibrary.org/obo/UBERON_0002813	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Right Striatum	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RNA from blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RNA from brain region tissue	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RNA from fusiform gyrus	fusiform gyrus	http://purl.obolibrary.org/obo/UBERON_0002766	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RNA from peripheral blood	blood	http://purl.obolibrary.org/obo/UBERON_0000178	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RNA from sorted brain cells	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RPE	pigmented layer of retina	http://purl.obolibrary.org/obo/UBERON_0001782	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
RPE-choroid and retina	chorioretinal region	http://purl.obolibrary.org/obo/UBERON_0019207	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Ruptured aortic aneurysm	aortic aneurysm	http://purl.obolibrary.org/obo/MONDO_0005160	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Sagittal Synostosis	craniosynostosis	http://purl.obolibrary.org/obo/MONDO_0015469	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Saline	saline	http://www.ebi.ac.uk/efo/EFO_0002677	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
saliva	saliva	http://purl.obolibrary.org/obo/UBERON_0001836	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
salivary gland	saliva-secreting gland	http://purl.obolibrary.org/obo/UBERON_0001044	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Sarcoidosis	sarcoidosis	http://purl.obolibrary.org/obo/MONDO_0019338	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Sarin	sarin	http://purl.obolibrary.org/obo/CHEBI_75701	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
schizophrenia	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	disease	http://www.ebi.ac.uk/efo/EFO_0000408
schizophrenia (SCZ)	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Schwann cells	Schwann cell	http://purl.obolibrary.org/obo/CL_0002573	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
SCI	spinal cord injury	http://purl.obolibrary.org/obo/MONDO_0043797	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Sciatic nerve	sciatic nerve	http://purl.obolibrary.org/obo/UBERON_0001322	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Senescent	senescent	http://purl.obolibrary.org/obo/PATO_0001487	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
sentinel lymph node	lymph node	http://purl.obolibrary.org/obo/UBERON_0000029	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Sepsis	septic shock	http://www.ebi.ac.uk/efo/EFO_0006834	disease	http://www.ebi.ac.uk/efo/EFO_0000408
