Identifier (KEY)	Phenotype valueUri (THE KEY MAP TO THIS)	Phenotype value 	Description use in annotator 	How we found the mapping	Source
MESH:C565297	http://purl.obolibrary.org/obo/DOID_0050535	exudative vitreoretinopathy	Exudative Vitreoretinopathy 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565298	http://purl.obolibrary.org/obo/HP_0010693	Pulverulent Cataract	Cataract, Autosomal Recessive, Early-Onset, Pulverulent	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565302	http://purl.obolibrary.org/obo/DOID_12185	otosclerosis	Otosclerosis 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565312	http://purl.obolibrary.org/obo/DOID_446	hyperaldosteronism	Hyperaldosteronism, Familial, Type II	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565315	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	Diabetes Mellitus, Insulin-Dependent, 18	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565319	http://purl.obolibrary.org/obo/DOID_0050564	autosomal dominant nonsyndromic deafness	Deafness, Autosomal Dominant 25	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565320	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1K	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565322	http://purl.obolibrary.org/obo/DOID_0050572	cone-rod dystrophy	Cone-Rod Dystrophy 8	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565323	http://purl.obolibrary.org/obo/HP_0000169	Gingival fibromatosis	Fibromatosis, Gingival, 2	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565325	http://purl.obolibrary.org/obo/HP_0002511	Alzheimer disease	Alzheimer Disease 6	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565329	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 26	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565336	http://purl.obolibrary.org/obo/DOID_1612	breast cancer	Breast Cancer 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565337	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1J	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565343	http://purl.obolibrary.org/obo/DOID_5723	optic atrophy	Optic Atrophy 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565353	http://purl.obolibrary.org/obo/DOID_0050589	inflammatory bowel disease	Inflammatory Bowel Disease 7	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565357	http://purl.obolibrary.org/obo/DOID_0050564	autosomal dominant nonsyndromic deafness	Deafness, Autosomal Dominant 23	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565377	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia, Isolated 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565390	http://purl.obolibrary.org/obo/DOID_14749	methylmalonic acidemia	Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency	Case 5a: Found Synonym With Disease Annotator Synonym	CTD
MESH:C565406	http://purl.obolibrary.org/obo/HP_0001249	Intellectual disability	Mental Retardation, Autosomal Recessive 1	Case 7a: Found Synonym With HP Annotator Synonym (keywords taken out)	CTD
MESH:C565611	http://purl.obolibrary.org/obo/DOID_2729	dyskeratosis congenita	Dyskeratosis Congenita, Autosomal Recessive	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565629	http://purl.obolibrary.org/obo/DOID_3827	congenital diaphragmatic hernia	Diaphragmatic Hernia 2	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565691	http://purl.obolibrary.org/obo/DOID_1270	hereditary hemorrhagic telangiectasia	Telangiectasia, Hereditary Hemorrhagic, Type 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565697	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber Congenital Amaurosis 12	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565698	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 59	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565701	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 66	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565706	http://purl.obolibrary.org/obo/HP_0003535	3-Methylglutaconic aciduria	3-Methylglutaconic Aciduria, Type V	Case 6: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565707	http://purl.obolibrary.org/obo/DOID_0050431	arrhythmogenic right ventricular dysplasia	Arrhythmogenic Right Ventricular Dysplasia, Familial, 10	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565708	http://purl.obolibrary.org/obo/DOID_0050576	Senior-Loken syndrome	Senior-Loken Syndrome 6	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565710	http://purl.obolibrary.org/obo/DOID_3827	congenital diaphragmatic hernia	Diaphragmatic Hernia 3	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565711	http://purl.obolibrary.org/obo/HP_0002751	Kyphoscoliosis	Kyphoscoliosis 1	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565715	http://purl.obolibrary.org/obo/DOID_9744	type 1 diabetes mellitus	Diabetes Mellitus, Insulin-Dependent, 19	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565716	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 44	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565717	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 49	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565718	http://purl.obolibrary.org/obo/DOID_10871	age related macular degeneration	Macular Degeneration, Age-Related, 7	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565719	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 62	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565720	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber Congenital Amaurosis 10	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565724	http://purl.obolibrary.org/obo/DOID_1067	open-angle glaucoma	Glaucoma 1, Open Angle, I	Case 5: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565725	http://purl.obolibrary.org/obo/HP_0100018	Nuclear cataract	Cataract, Congenital Nuclear, Autosomal Recessive 2	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C565732	http://purl.obolibrary.org/obo/DOID_1386	abetalipoproteinemia	Hypobetalipoproteinemia, Familial, 2	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565748	http://purl.obolibrary.org/obo/DOID_0050557	congenital muscular dystrophy	Muscular Dystrophy, Congenital, 1B	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565752	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1i	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565753	http://purl.obolibrary.org/obo/DOID_2340	craniosynostosis	Craniosynostosis, Type 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565754	http://purl.obolibrary.org/obo/DOID_0050564	autosomal dominant nonsyndromic deafness	Deafness, Autosomal Dominant 20	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565757	http://purl.obolibrary.org/obo/DOID_0050591	tooth agenesis	Tooth Agenesis, Selective, 5	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565764	http://purl.obolibrary.org/obo/DOID_0050589	inflammatory bowel disease	Inflammatory Bowel Disease 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565772	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar Ataxia 11	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565775	http://purl.obolibrary.org/obo/DOID_0050431	arrhythmogenic right ventricular dysplasia	Arrhythmogenic Right Ventricular Dysplasia, Familial, 6	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565776	http://purl.obolibrary.org/obo/DOID_0050431	arrhythmogenic right ventricular dysplasia	Arrhythmogenic Right Ventricular Dysplasia, Familial, 5	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565778	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber Congenital Amaurosis 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565780	http://purl.obolibrary.org/obo/DOID_12712	nephronophthisis	Nephronophthisis 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565784	http://purl.obolibrary.org/obo/DOID_0050713	fatal infantile encephalocardiomyopathy	Cardioencephalomyopathy, Fatal Infantile, due to Cytochrome C Oxidase Deficiency	Case 5a: Found Synonym With Disease Annotator Synonym	CTD
MESH:C565789	http://purl.obolibrary.org/obo/DOID_0050628	advanced sleep phase syndrome	Advanced Sleep-Phase Syndrome, Familial	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565790	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar Ataxia 12	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565809	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus	Generalized Epilepsy With Febrile Seizures Plus, Type 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565810	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus	Generalized Epilepsy With Febrile Seizures Plus, Type 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565811	http://purl.obolibrary.org/obo/DOID_0060170	generalized epilepsy with febrile seizures plus	Generalized Epilepsy With Febrile Seizures Plus, Type 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565814	http://purl.obolibrary.org/obo/DOID_14791	Leber congenital amaurosis	Leber Congenital Amaurosis 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565815	http://purl.obolibrary.org/obo/DOID_83	cataract	Cataract, Autosomal Dominant	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565824	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1g	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565827	http://purl.obolibrary.org/obo/DOID_0050572	cone-rod dystrophy	Cone-Rod Dystrophy 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565828	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 20	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565832	http://purl.obolibrary.org/obo/DOID_0050564	autosomal dominant nonsyndromic deafness	Deafness, Autosomal Dominant 16	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C565833	http://purl.obolibrary.org/obo/DOID_6688	autoimmune lymphoproliferative syndrome	Autoimmune Lymphoproliferative Syndrome, Type IIA	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565840	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Long Qt Syndrome 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565865	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar Ataxia, Autosomal Recessive 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565885	http://purl.obolibrary.org/obo/DOID_1508	candidiasis	Candidiasis, Familial, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C565942	http://purl.obolibrary.org/obo/DOID_0050645	arterial tortuosity syndrome	Arterial Tortuosity Syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C565948	http://purl.obolibrary.org/obo/DOID_10629	microphthalmia	Microphthalmia, Syndromic 3	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566005	http://purl.obolibrary.org/obo/DOID_11986	familial hypertrophic cardiomyopathy	Cardiomyopathy, Familial Hypertrophic, 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566033	http://purl.obolibrary.org/obo/DOID_0050552	Sugio-Kaji syndrome	Trichorhinophalangeal Syndrome, Type III	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C566044	http://purl.obolibrary.org/obo/DOID_11986	familial hypertrophic cardiomyopathy	Cardiomyopathy, Familial Hypertrophic, 9	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566052	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1t	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566092	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Syndactyly, Type IV	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566096	http://purl.obolibrary.org/obo/DOID_11193	syndactyly	Syndactyly, Type I	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566118	http://purl.obolibrary.org/obo/HP_0001217	Clubbing	Digital Clubbing, Isolated Congenital	Case 7a: Found Synonym With HP Annotator Synonym (keywords taken out)	CTD
MESH:C566121	http://purl.obolibrary.org/obo/DOID_0050567	orofacial cleft	Orofacial Cleft 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566123	http://purl.obolibrary.org/obo/DOID_5082	liver cirrhosis	Cirrhosis, Familial	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C566146	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar Ataxia 31	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566168	http://purl.obolibrary.org/obo/DOID_397	restrictive cardiomyopathy	Cardiomyopathy, Familial Restrictive, 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566169	http://purl.obolibrary.org/obo/DOID_11986	familial hypertrophic cardiomyopathy	Cardiomyopathy, Familial Hypertrophic, 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566170	http://purl.obolibrary.org/obo/DOID_11986	familial hypertrophic cardiomyopathy	Cardiomyopathy, Familial Hypertrophic, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566171	http://purl.obolibrary.org/obo/DOID_11986	familial hypertrophic cardiomyopathy	Cardiomyopathy, Familial Hypertrophic, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566196	http://purl.obolibrary.org/obo/DOID_0050581	brachydactyly	Brachydactyly, Type B1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566239	http://purl.obolibrary.org/obo/DOID_1882	atrial heart septal defect	Atrial Septal Defect 1	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C566244	http://purl.obolibrary.org/obo/DOID_0050650	familial atrial fibrillation	Atrial Fibrillation, Familial, 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566254	http://purl.obolibrary.org/obo/DOID_0050431	arrhythmogenic right ventricular dysplasia	Arrhythmogenic Right Ventricular Dysplasia, Familial, 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566293	http://purl.obolibrary.org/obo/DOID_2187	amelogenesis imperfecta	Amelogenesis Imperfecta, Type IV	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566296	http://purl.obolibrary.org/obo/DOID_12930	dilated cardiomyopathy	Cardiomyopathy, Dilated, 1u	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566331	http://purl.obolibrary.org/obo/HP_0003124	Hypercholesterolemia	Hypercholesterolemia, Autosomal Recessive	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C566333	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Long Qt Syndrome 6	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566337	http://purl.obolibrary.org/obo/HP_0003124	Hypercholesterolemia	Hypercholesterolemia, Autosomal Dominant, 3	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C566339	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 16	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C566344	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 14	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C566350	http://purl.obolibrary.org/obo/DOID_0050572	cone-rod dystrophy	Cone-Rod Dystrophy 7	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C566353	http://purl.obolibrary.org/obo/DOID_0050565	autosomal recessive nonsyndromic deafness	Deafness, Autosomal Recessive 21	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
