# Expression data file generated by Gemma on 02/05/2009
# shortName=GSE59
# name=Human cancer cell lines
# Experiment details: http://chibi.ubc.ca/Gemma/expressionExperiment/showExpressionExperiment.html?id=452
# If you use this file for your research, please cite the Gemma web site: http://chibi.ubc.ca/Gemma
Probe	GeneSymbol	GeneName	GSE59_bioMaterial_68___K.562(CL7005)LEUKEMIA	GSE59_bioMaterial_67___HL.60(CL7008)LEUKEMIA	GSE59_bioMaterial_66___OVCAR.4(CL6002)OVARIAN	GSE59_bioMaterial_7___HCT.15_CL4015__COLON	GSE59_bioMaterial_6___HCC.2998(CL4002)COLON	GSE59_bioMaterial_3___COLO205_CL4010_COLON	GSE59_bioMaterial_2___SW.620_CL4009_COLON	GSE59_bioMaterial_1___HT.29___CL4001__COLON	GSE59_bioMaterial_5___KM12__CL4017_COLON	GSE59_bioMaterial_4___HCT.116_CL4003_COLON	GSE59_bioMaterial_8___ADR.RES_CL5002_UNKNOWN	GSE59_bioMaterial_11___K562A.repro	GSE59_bioMaterial_10___K562B.repro	GSE59_bioMaterial_14___SR_CL7019__LEUKEMIA	GSE59_bioMaterial_9___MOLT.4_CL7006_LEUKEMIA	GSE59_bioMaterial_12___CCRF.CEM_CL7003_LEUKEMIA	GSE59_bioMaterial_13___RPMI.8226_CL7010__LEUKEMIA	GSE59_bioMaterial_17___OVCAR.8_CL6005_OVARIAN	GSE59_bioMaterial_16___OVCAR.5_CL6003_OVARIAN	GSE59_bioMaterial_15___OVCAR.3_CL6001_OVARIAN	GSE59_bioMaterial_19___IGROV1_CL6010_OVARIAN	GSE59_bioMaterial_18___SK.OV.3_CL6011_OVARIAN	GSE59_bioMaterial_20___DU.145_CL11003_PROSTATE	GSE59_bioMaterial_21___SK.MEL.28_CL10008_MELANOMA	GSE59_bioMaterial_23___SK.MEL.5_CL10007_MELANOMA	GSE59_bioMaterial_27___SK.MEL.2_CL10005_MELANOMA	GSE59_bioMaterial_22___UACC.257CL10021_MELANOMA	GSE59_bioMaterial_24___MALME.3M_CL10002_MELANOMA	GSE59_bioMaterial_25___M.14_CL10014_MELANOMA	GSE59_bioMaterial_26___UACC.62_CL10020_MELANOMA	GSE59_bioMaterial_28___NCI.H23_CL1001__NSCLC	GSE59_bioMaterial_34___A549_CL1004__NSCLC	GSE59_bioMaterial_32___HOP.62_CL1026_NSCLC	GSE59_bioMaterial_36___NCI.H322_CL1017_NSCLC	GSE59_bioMaterial_33___NCI.H460_CL1021_NSCLC	GSE59_bioMaterial_31___NCI.H522_CL1003__NSCLC	GSE59_bioMaterial_29___EKVX__CL1008_NSCLC	GSE59_bioMaterial_35___HOP.92__CL1029_NSCLC	GSE59_bioMaterial_30___NCI.H226_CL1013__NSCLC	GSE59_bioMaterial_39___SF.295_CL12015_CNS	GSE59_bioMaterial_37___SNB.19_CL12002_CNS	GSE59_bioMaterial_38___SF.539__CL12016_CNS	GSE59_bioMaterial_41___U251_CL12009_CNS	GSE59_bioMaterial_40___SF.268__CL12014_CNS	GSE59_bioMaterial_48___BT.549_CL5013_BREAST	GSE59_bioMaterial_52___BreastTumor16XNCIreference	GSE59_bioMaterial_44___MDA.N_CL5012__BREAST	GSE59_bioMaterial_47___MCF7_CL5001__BREAST	GSE59_bioMaterial_49___BC2LymphNodeXNCIreference	GSE59_bioMaterial_53___MDA.MB.231_CL5005__BREAST	GSE59_bioMaterial_43___MCF7D.repro	GSE59_bioMaterial_42___BreastTumor2XNCIreference	GSE59_bioMaterial_51___MDA.MB.435_CL5011__BREAST	GSE59_bioMaterial_45___MCF7A.repro	GSE59_bioMaterial_46___T.47D__CL5014__BREAST	GSE59_bioMaterial_50___HS_578T_CL5006__BREAST	GSE59_bioMaterial_55___786.0__CL9018_RENAL	GSE59_bioMaterial_61___A498_CL9013_RENAL	GSE59_bioMaterial_57___RXF.393_CL9016__RENAL	GSE59_bioMaterial_58___UO.31_CL9004__RENAL	GSE59_bioMaterial_60___SNB.75_CL12005_RENAL	GSE59_bioMaterial_54___TK.10_CL9024_RENAL	GSE59_bioMaterial_62___SN12C_CL9008__RENAL	GSE59_bioMaterial_56___ACHN_CL9023_RENAL	GSE59_bioMaterial_59___CAKI.1(CL9015)RENAL	GSE59_bioMaterial_63___NormalBreast	GSE59_bioMaterial_64___LOXIMVI(CL10001)MELANOMA	GSE59_bioMaterial_65___PC.3(CL11001)PROSTATE
2256	PAM	peptidylglycine alpha-amidating monooxygenase	-2.933	-2.145	1.233	-0.582	-0.156	-0.566	1.174	-1.032	0.083	1.028	-0.753	-4.309	-4.964	0.158	-3.746	NaN	NaN	-0.213	0.468	1.268	-0.622	-0.784	0.584	-0.234	2.322	1.031	-3.464	NaN	-0.0060	0.871	-1.295	-1.431	0.134	0.05	NaN	-3.176	-0.629	2.721	-0.584	0.693	0.526	1.813	0.463	0.289	0.201	-0.051	0.349	-0.971	NaN	0.276	-0.554	-0.102	0.479	-0.951	-0.43	1.197	0.59	0.798	1.076	1.11	2.363	1.096	-1.9	1.104	1.098	0.718	0.158	0.097	
2257	CYP11A1|SFRS2IP	cytochrome P450, family 11, subfamily A, polypeptide 1|splicing factor, arginine/serine-rich 2, interacting protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
2258	YARS	tyrosyl-tRNA synthetase	1.282	0.66	-0.099	-0.159	-0.384	0.231	0.368	0.095	-0.064	0.061	-0.367	0.643	0.215	-0.149	0.223	NaN	0.159	-0.567	-1.524	-0.198	-0.677	-0.677	-0.48	-0.597	0.33	-0.912	-0.297	-1.26	-0.255	0.068	0.032	-0.642	-0.295	-0.561	-0.769	-0.242	-1.007	-0.48	-0.048	-0.483	-1.001	0.884	-0.0070	0.034	0.231	-1.269	-0.307	-1.432	NaN	0.146	-1.177	-0.894	-0.381	-1.717	-1.076	1.12	-0.533	-0.453	-0.239	-0.629	-0.151	-1.263	0.307	-1.04	-0.213	-1.225	0.205	-0.018	
2259			-0.392	-2.114	1.265	-0.976	-1.006	-1.443	-0.989	-2.339	-0.609	-1.259	-0.295	-0.018	-0.466	-4.372	-4.688	NaN	-3.263	0.504	-0.325	-0.214	-0.089	0.773	-0.47	-2.306	-1.455	-1.453	-2.002	-1.814	-0.83	-1.957	-0.613	-0.56	0.569	-0.425	-0.849	-0.261	-0.288	0.025	-0.036	-1.62	-0.288	-0.494	0.199	-0.982	-0.082	-1.215	-1.147	-2.967	NaN	-0.134	-2.413	-1.017	-0.782	-2.826	-1.146	0.611	0.15	0.504	-0.086	0.077	-0.0090	0.047	-0.175	0.182	-0.29	-0.462	0.912	1.263	
226			NaN	0.546	-0.135	0.47	NaN	0.451	0.791	NaN	-0.107	0.39	0.801	NaN	NaN	NaN	1.157	1.43	NaN	0.669	0.613	NaN	NaN	0.438	0.729	-0.421	0.154	NaN	0.336	0.201	0.277	-0.371	0.285	NaN	0.677	NaN	0.078	0.943	NaN	NaN	-0.123	NaN	0.0090	NaN	0.123	NaN	0.0030	0.02	NaN	-0.19	NaN	NaN	0.404	-0.264	NaN	0.459	1.352	NaN	0.089	-0.122	-0.234	-0.169	-0.021	0.047	NaN	-0.117	NaN	NaN	0.121	0.54	
2260	STARD3	StAR-related lipid transfer (START) domain containing 3	0.742	1.197	0.658	0.724	1.31	0.386	-0.972	0.572	1.537	0.153	1.481	0.439	0.637	0.199	0.718	NaN	0.391	0.384	-0.867	0.22	0.103	-0.161	0.913	-0.497	0.594	0.843	0.178	0.797	0.893	-0.727	0.073	-0.324	0.234	0.146	-0.084	-0.023	0.845	1.029	-0.014	-0.165	-0.526	1.353	-0.968	-0.842	1.049	-0.494	0.478	0.753	NaN	0.312	0.267	-0.741	0.464	0.55	1.166	0.214	0.629	-0.016	-0.177	1.002	-0.131	1.21	1.561	-0.355	-0.205	-0.194	0.113	-0.612	
2261	INPPL1	inositol polyphosphate phosphatase-like 1	-0.221	-0.0010	1.137	NaN	0.247	0.0020	-0.223	-0.563	0.193	-0.332	-0.102	-0.401	-0.487	-0.566	-0.176	0.219	0.129	0.477	0.019	0.473	-0.027	0.247	-0.396	-0.51	0.086	-0.32	0.196	0.294	0.21	-0.577	0.292	-0.279	0.149	-0.021	-0.342	-0.064	0.14	-0.555	0.395	0.09	0.257	1.237	0.048	-0.062	0.224	0.076	-0.301	0.279	0.617	-0.137	0.073	-0.14	-0.222	0.299	0.277	0.105	-0.096	0.363	-0.267	-0.157	0.635	-0.028	-0.0020	0.022	0.483	-0.846	-0.163	-0.79	
2262	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	0.639	NaN	NaN	NaN	NaN	NaN	NaN	2.832	NaN	NaN	2.773	NaN	NaN	NaN	NaN	NaN	NaN	1.367	2.668	1.33	NaN	NaN	2.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.341	NaN	1.369	2.533	NaN	NaN	3.66	4.997	NaN	NaN	NaN	NaN	NaN	1.091	NaN	NaN	NaN	NaN	NaN	4.264	NaN	NaN	NaN	NaN	NaN	NaN	1.299	1.883	2.027	2.792	NaN	2.009	3.928	1.832	1.244	2.13	2.405	NaN	
2263	C1orf63	chromosome 1 open reading frame 63	NaN	0.868	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
2264	CCDC56	coiled-coil domain containing 56	-0.027	-0.183	0.485	0.092	1.065	0.973	-0.641	-0.493	-0.181	-0.244	0.683	-0.213	-0.243	-0.772	-1.028	0.012	0.674	0.526	0.299	0.426	-0.2	0.605	-0.031	0.274	0.595	0.712	0.373	0.528	0.411	0.814	-0.145	0.699	-0.109	0.141	NaN	1.76	0.993	0.905	-0.436	NaN	0.558	NaN	-0.091	0.772	-0.394	-0.219	0.726	0.626	NaN	0.669	0.312	0.042	0.823	0.202	1.162	0.137	0.233	0.94	-0.439	-0.127	0.59	-0.327	0.986	0.62	0.342	0.258	0.504	-0.039	
2265	BCL6B	B-cell CLL/lymphoma 6, member B (zinc finger protein)	0.221	0.415	-0.168	0.21	0.673	-0.024	0.287	-0.015	0.276	0.349	0.0030	0.539	0.512	-0.126	-0.076	-0.043	NaN	0.515	-0.025	0.088	0.647	0.306	-0.218	1.383	1.304	0.553	1.001	0.84	1.087	-0.28	0.094	-0.151	-0.042	-0.641	NaN	0.164	-0.017	0.096	0.197	NaN	NaN	0.374	-0.138	-0.175	0.418	0.637	1.16	-0.127	NaN	0.176	0.171	0.272	0.862	0.228	0.032	-0.174	0.041	-0.109	0.226	0.277	0.138	0.287	-0.112	0.593	0.061	0.621	0.198	0.427	
2266	CARKD	carbohydrate kinase domain containing	-0.745	-0.131	0.69	-1.207	-0.151	0.037	0.148	NaN	-0.489	0.86	-0.603	NaN	NaN	-0.712	-0.263	-0.375	NaN	-0.042	-0.258	0.444	-0.049	NaN	-0.372	-0.81	-0.88	0.04	-0.185	0.067	0.173	-0.249	-0.639	0.0030	0.155	-0.684	NaN	-1.001	0.0040	NaN	0.164	NaN	1.223	0.525	0.216	-0.325	-0.305	1.027	-0.811	-0.486	NaN	NaN	-0.462	0.108	-0.579	-0.658	-0.222	0.639	-0.267	0.525	-0.3	0.678	1.225	-0.295	-0.719	0.649	0.313	1.89	NaN	-0.824	
2267	TSPAN5.aApr07		-0.351	-0.223	1.082	-0.649	-0.085	0.049	-0.139	-0.55	0.284	0.142	-0.155	-0.532	-0.547	-0.524	0.129	NaN	0.385	NaN	0.202	0.542	-0.12	-0.114	-0.067	-0.647	-0.684	-0.392	0.0080	0.357	0.14	-0.741	-0.171	-0.292	0.345	-0.239	-0.342	-0.36	-0.028	-0.23	0.291	0.251	0.337	1.582	0.234	-0.016	0.714	0.173	-0.674	-0.17	0.649	0.086	-0.031	-0.057	-0.344	0.11	0.063	0.167	-0.037	0.435	-0.326	-0.136	0.849	NaN	-0.01	-0.082	0.524	-1.102	-0.278	-0.564	
2268	FAM20B	family with sequence similarity 20, member B	0.389	-0.0050	0.824	-0.034	0.01	0.094	-0.557	-0.231	-0.356	-0.244	-0.865	0.658	0.561	-1.45	-0.622	-0.453	NaN	0.12	0.164	0.397	0.111	NaN	-0.14	0.181	-0.045	0.057	-0.179	0.437	0.508	-0.342	-0.303	-0.045	0.408	0.541	1.426	0.103	-0.532	0.133	0.441	NaN	0.202	0.018	-0.236	0.047	0.045	0.073	-0.376	0.495	NaN	-0.176	0.628	0.469	-0.466	0.783	0.0010	-0.215	-0.303	0.043	-0.412	-0.557	0.78	0.187	-0.871	0.088	0.033	NaN	-0.26	-0.801	
2269	KIAA0701|UHRF1BP1L	|UHRF1 binding protein 1-like	-0.506	-0.101	1.078	-0.748	0.014	0.015	-0.383	-0.502	0.298	-0.63	-0.263	-0.341	-0.462	-0.324	0.13	0.39	0.549	0.536	-0.149	0.294	-0.27	-0.264	-0.331	-0.431	-0.635	-0.209	0.217	0.507	0.296	-0.637	-0.145	-0.207	0.039	-0.266	-0.395	-0.189	0.11	-0.549	0.554	0.256	0.359	1.343	0.128	-0.139	0.474	-0.025	-0.468	-0.066	0.613	-0.037	0.103	-0.087	-0.701	0.324	0.234	-0.177	-0.324	0.354	-0.237	-0.212	0.647	-0.065	0.06	0.033	0.31	-0.956	-0.448	-0.852	
227	KATNAL1	katanin p60 subunit A-like 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
2270	COX6A1	cytochrome c oxidase subunit VIa polypeptide 1	0.379	0.228	-0.11	0.014	0.121	0.849	-0.371	-0.245	1.128	0.185	0.307	0.138	0.072	-0.159	0.471	0.0060	0.62	-0.03	-0.449	-0.039	0.073	-0.169	0.183	-0.441	1.278	0.217	0.633	0.25	0.181	0.226	0.154	0.186	-0.279	-0.372	0.287	-0.059	0.0090	0.07	0.398	NaN	-0.0090	-0.269	-0.131	-0.027	-0.723	-0.126	0.355	1.201	NaN	-0.178	0.965	-0.466	0.147	0.846	0.715	-0.411	-0.352	-0.074	-0.392	-0.06	-0.628	-0.167	0.445	0.375	-0.055	-1.002	0.193	0.72	
2271	ALDH1A3|BC073817|AK126286	aldehyde dehydrogenase 1 family, member A3||	-3.279	-3.147	-2.611	-2.469	-2.055	-4.573	-1.971	-1.428	-1.268	0.081	-1.822	-3.782	-4.042	-4.696	-4.49	-5.113	-2.395	-2.657	0.252	-0.495	-2.749	-2.797	-0.935	0.11	-4.13	-0.483	-2.75	1.562	1.694	-4.081	-3.679	-1.907	0.296	3.025	NaN	-3.565	-1.203	-2.644	2.227	1.314	-1.876	NaN	-0.029	-2.599	-2.86	NaN	-4.396	-4.274	NaN	-4.708	-2.898	NaN	-4.373	-4.432	-2.902	-2.371	-1.583	-1.742	-2.96	-0.795	-2.445	-4.974	-2.831	-1.227	-0.476	0.518	1.722	1.131	
2272	PFKM	phosphofructokinase, muscle	-0.281	-0.13	-0.304	-0.011	0.109	-0.728	0.246	-0.145	0.654	0.753	0.078	-0.486	NaN	0.172	0.486	NaN	NaN	0.119	-0.38	-0.141	0.29	NaN	-0.174	0.6	1.118	0.457	0.8	0.757	0.965	1.116	0.59	-0.413	-0.06	NaN	1.292	0.2	-0.206	0.916	0.382	NaN	NaN	NaN	-0.052	0.057	-0.432	NaN	0.839	0.53	NaN	-0.081	0.924	NaN	1.094	0.366	0.478	-0.179	-0.564	0.275	-0.358	0.393	NaN	-0.385	1.043	0.718	0.031	NaN	0.694	0.819	
2273	CKAP4	cytoskeleton-associated protein 4	-3.163	-3.283	-2.171	-2.499	-2.056	-4.161	-2.01	-1.422	-1.396	-0.027	-1.571	-3.497	-3.954	-4.209	-4.399	-4.541	-2.461	-2.326	0.154	-0.818	-2.293	NaN	-0.935	0.065	-4.066	-0.415	-2.573	1.547	1.336	-3.963	-3.239	-1.907	0.265	2.912	NaN	-3.301	-1.003	-2.465	2.13	1.269	-1.75	NaN	-0.157	-2.42	-2.329	NaN	-3.848	-4.029	NaN	-4.054	-2.661	NaN	-3.704	-4.25	-2.738	-1.933	-1.395	-1.539	-2.562	-0.874	-2.308	-4.351	-2.706	-1.147	-0.8	0.619	1.779	1.09	
2274	RCAN1|DSCR1	regulator of calcineurin 1|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.256	1.617	2.483	NaN	NaN	NaN	NaN	NaN	NaN	1.566	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.647	NaN	NaN	NaN	NaN	NaN	-0.114	NaN	NaN	NaN	NaN	1.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.207	NaN	NaN	0.474	NaN	NaN	NaN	2.769	NaN	
2275	ZNF23	zinc finger protein 23 (KOX 16)	-0.44	-0.192	-0.966	NaN	NaN	NaN	1.179	NaN	NaN	NaN	0.538	0.233	NaN	NaN	NaN	0.126	NaN	0.95	NaN	0.483	NaN	NaN	0.485	-0.361	NaN	NaN	NaN	NaN	NaN	NaN	0.373	NaN	-1.084	NaN	NaN	0.201	NaN	NaN	0.055	NaN	NaN	NaN	NaN	NaN	NaN	1.423	NaN	0.658	NaN	NaN	1.117	NaN	NaN	0.875	NaN	NaN	NaN	0.439	0.237	0.223	NaN	-0.165	1.483	NaN	NaN	NaN	NaN	-0.258	
2276	PPIC	peptidylprolyl isomerase C (cyclophilin C)	0.542	0.115	-0.629	0.8	0.267	-0.139	0.354	0.251	0.35	1.286	0.526	0.222	0.276	0.057	0.947	0.599	0.021	0.643	0.092	0.553	0.494	0.374	0.269	-0.272	0.404	-0.178	0.027	0.058	0.06	-0.411	0.176	0.205	1.119	0.063	-0.02	1.445	-0.296	0.457	-0.0020	0.376	0.961	0.01	0.248	1.004	-0.367	0.247	-0.05	0.332	0.164	0.693	0.396	-0.327	0.038	0.395	0.174	-0.644	0.321	0.081	-0.56	-0.421	0.162	0.915	0.548	0.317	0.518	-0.522	-0.019	0.687	
2277	P2RX5|TAX1BP3	purinergic receptor P2X, ligand-gated ion channel, 5|Tax1 (human T-cell leukemia virus type I) binding protein 3	-1.591	-1.491	0.016	-0.451	0.192	NaN	0.249	-0.592	-0.404	-0.606	1.175	-1.367	NaN	-0.459	-0.617	-0.743	NaN	1.492	-0.02	0.751	0.496	-0.129	1.446	-1.162	-0.435	-0.676	NaN	1.108	0.732	-0.09	-0.74	0.905	0.801	0.207	NaN	0.668	1.145	0.388	0.899	NaN	0.614	NaN	0.54	1.762	1.288	NaN	0.521	0.264	NaN	0.252	0.37	NaN	0.602	-0.032	0.136	0.822	1.008	0.802	0.596	1.212	NaN	0.042	1.489	1.35	0.76	NaN	1.061	-0.152	
2278	PAFAH1B2	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	0.117	-0.049	0.287	0.759	0.386	NaN	0.512	0.794	0.758	1.344	0.692	0.63	NaN	-0.0020	NaN	-0.3	NaN	0.659	0.595	NaN	NaN	0.999	0.915	-0.472	0.0060	-0.455	NaN	NaN	0.857	NaN	0.026	0.102	0.619	0.247	NaN	0.747	NaN	-0.197	0.493	NaN	NaN	NaN	0.112	0.549	0.53	NaN	0.044	0.114	NaN	1.198	0.295	NaN	0.198	0.345	0.166	0.251	NaN	NaN	NaN	0.748	NaN	-0.522	0.143	NaN	0.11	NaN	0.748	0.078	
2279	ACR1|HSPC152	|hypothetical protein HSPC152	0.623	0.401	-0.123	0.052	-0.199	NaN	0.543	0.57	0.303	NaN	0.694	0.253	NaN	0.698	0.607	NaN	NaN	0.554	NaN	0.714	NaN	1.023	1.053	-0.434	NaN	-0.361	NaN	NaN	NaN	NaN	0.609	0.667	0.031	0.626	NaN	0.875	0.851	0.689	0.658	NaN	NaN	NaN	0.489	0.647	NaN	NaN	0.629	NaN	NaN	0.528	0.716	NaN	0.472	0.546	0.891	0.315	0.521	NaN	NaN	0.185	NaN	-0.053	1.297	NaN	0.186	NaN	-0.034	0.58	
228	LMO3|Nbla03267	LIM domain only 3 (rhombotin-like 2)|	NaN	NaN	NaN	-2.98	NaN	NaN	-3.904	NaN	NaN	NaN	-4.403	NaN	NaN	NaN	-3.532	-3.562	NaN	-3.788	NaN	NaN	NaN	NaN	2.451	-5.162	NaN	NaN	-2.696	NaN	NaN	-2.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.095	NaN	-4.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.143	NaN	-4.628	NaN	NaN	NaN	NaN	-3.506	NaN	-3.261	-3.25	NaN	-3.345	NaN	NaN	NaN	NaN	
2280	CAV1	caveolin 1, caveolae protein, 22kDa	-2.671	-2.218	-1.57	-1.663	-2.217	-3.339	-1.789	-2.328	-1.497	0.624	0.241	-1.823	-1.799	-2.663	-2.527	-2.179	-1.003	0.35	0.022	0.868	-1.27	1.629	0.604	-0.908	-2.21	0.124	-2.149	-0.104	0.643	-0.877	-0.278	0.125	1.197	-0.649	-1.18	-1.674	-0.073	1.634	-0.323	2.227	1.771	-0.048	0.644	1.586	1.449	-1.746	-0.56	-1.693	NaN	1.561	-0.567	-1.235	-0.595	-0.974	-2.91	1.526	1.003	1.226	0.941	0.658	1.424	-0.056	0.997	1.569	0.813	NaN	-0.249	-0.079	
2281	MFGE8	milk fat globule-EGF factor 8 protein	-0.192	-0.587	1.574	-0.222	-0.567	-1.431	-0.891	-0.805	-0.913	-0.196	-0.035	0.141	NaN	-1.577	-0.419	-0.22	NaN	0.028	0.44	0.549	1.172	0.738	0.099	1.92	-0.304	1.055	0.265	1.576	1.606	0.297	0.32	-0.039	0.685	-0.661	NaN	2.435	1.206	0.679	-0.158	NaN	-0.328	NaN	0.143	0.043	-0.703	NaN	1.125	-0.708	NaN	-0.182	-0.249	NaN	0.962	-0.198	-1.179	0.992	-0.496	0.288	0.738	0.58	0.498	0.174	-0.297	-0.255	0.615	NaN	-0.633	-0.447	
2282	DYNLT1	dynein, light chain, Tctex-type 1	-0.754	-1.186	-0.551	-0.424	-0.809	-1.686	-1.246	-1.116	-0.911	-0.7	-0.093	-0.091	NaN	0.728	0.154	-0.235	NaN	0.527	-0.511	-0.733	0.598	0.962	-0.351	-1.294	-2.053	-0.519	-1.788	NaN	NaN	NaN	0.127	-0.0090	0.321	-1.109	NaN	0.366	1.076	-0.269	-0.542	NaN	0.315	1.961	0.278	0.237	0.437	0.583	-1.467	-0.824	NaN	-0.753	-0.881	0.75	-1.29	-0.426	-1.181	2.398	0.22	0.107	1.227	0.564	2.053	0.629	-1.222	1.112	-0.583	NaN	NaN	-0.363	
2283			0.764	0.567	-0.093	-0.012	1.07	0.69	0.255	1.045	0.611	-0.016	-0.069	0.726	0.693	0.192	-0.688	0.243	0.903	-0.455	-0.052	0.069	-0.511	-0.516	0.151	-0.102	0.344	-0.043	0.308	0.215	0.889	-0.022	0.083	0.878	-0.304	0.739	0.59	-0.213	0.83	-0.867	0.029	-0.037	-0.0090	-0.354	-0.01	-0.75	-0.675	-0.644	0.523	1.312	NaN	-1.104	0.993	0.027	0.409	1.314	1.421	-0.878	-0.032	-0.183	-0.398	-0.205	-0.519	-0.214	-0.72	-0.559	-0.462	NaN	-0.598	-0.373	
2284	GNG12	guanine nucleotide binding protein (G protein), gamma 12	-2.127	-2.854	0.627	-1.08	-0.632	-1.398	-1.599	-0.602	-0.607	-0.501	-0.378	-1.572	-1.288	-1.656	-3.069	-2.549	-2.377	-0.057	-0.432	0.518	-1.252	1.266	-0.425	0.782	-0.077	0.676	0.757	0.228	1.693	0.983	-0.711	-0.142	0.238	-0.959	-0.074	-2.587	0.555	-0.462	1.259	-0.057	-0.028	-0.18	-0.208	0.089	1.172	-1.676	0.803	-2.2	NaN	-0.625	-1.549	-1.156	0.752	-1.465	-1.429	1.313	0.501	0.653	0.23	0.704	0.491	1.612	-0.473	0.83	0.892	NaN	0.278	-0.498	
2285	HP1BP3|DKFZp434I0612|RP5-930J4.3	heterochromatin protein 1, binding protein 3||	0.407	0.308	0.345	0.176	-0.281	-0.294	-0.0080	0.149	-0.259	0.015	0.108	0.092	-0.089	-0.596	0.695	0.832	0.219	0.376	0.085	-0.589	-0.454	0.582	-0.431	0.531	-0.574	-0.429	0.84	-0.133	0.578	-0.911	-0.0030	-0.033	0.377	-0.373	-0.42	0.75	-0.395	-0.387	0.407	0.089	0.548	-0.015	0.165	0.413	0.165	-0.0020	0.172	-0.166	-0.184	-0.41	-0.027	-0.797	0.08	-0.272	-0.787	0.305	-0.32	-0.798	-0.263	-0.523	0.573	-0.367	-0.027	-0.11	-0.476	-0.303	0.091	0.139	
2286	GPBP1	GC-rich promoter binding protein 1	0.564	-0.359	-0.236	0.745	0.235	-0.141	0.525	0.395	0.249	0.245	0.152	0.733	0.639	0.516	0.161	0.635	0.537	0.618	0.079	0.103	-0.032	0.103	-0.083	-0.112	-0.681	-0.057	-0.272	-0.0080	-0.358	-0.111	-0.041	-0.117	-0.118	0.029	0.181	0.378	-0.823	-0.803	-0.173	0.514	0.262	0.594	0.226	-0.525	0.341	0.869	-0.401	0.207	0.691	-0.194	0.431	0.532	-0.597	0.696	0.487	-0.477	-0.697	0.175	-0.258	-0.062	0.414	0.255	0.13	0.061	0.298	NaN	0.046	0.062	
2287	FAM110C	family with sequence similarity 110, member C	NaN	NaN	NaN	-0.146	NaN	NaN	0.249	1.759	-0.463	NaN	-2.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.596	-2.463	NaN	NaN	NaN	NaN	NaN	NaN	-2.234	NaN	NaN	1.298	NaN	NaN	NaN	NaN	2.684	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.231	NaN	NaN	NaN	-2.711	0.045	NaN	-0.125	NaN	NaN	NaN	0.611	NaN	NaN	
2288	DNAJB12|DKFZp586B2023	DnaJ (Hsp40) homolog, subfamily B, member 12|	0.39	0.093	-0.0050	-0.301	NaN	NaN	0.258	-0.055	NaN	-0.733	-0.274	0.231	NaN	NaN	0.356	NaN	NaN	0.428	-0.444	0.974	NaN	NaN	0.767	-0.276	0.128	0.135	NaN	0.554	0.501	-0.642	0.368	NaN	0.296	NaN	NaN	0.03	NaN	1.649	0.421	NaN	0.4	NaN	-0.036	NaN	0.331	NaN	-0.096	0.012	NaN	NaN	NaN	NaN	-0.065	NaN	0.264	NaN	0.468	1.939	0.216	-0.36	NaN	NaN	0.138	NaN	0.842	NaN	NaN	NaN	
