GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes
APP	351	1671712	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:C536597	Alzheimer's disease
APP	351	1678058	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=351&diseaseAcc=MESH:C536597	Alzheimer's disease
ARC	23237	18503570	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23237&diseaseAcc=MESH:D000544	Alzheimer's disease
ATP5A1	498	19374891	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=498&diseaseAcc=MESH:D000544	Alzheimer's disease
BACE1	23621	16407166	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23621&diseaseAcc=MESH:D000544	Alzheimer's disease
BAX	581	18077176	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=581&diseaseAcc=MESH:D000544	Alzheimer's disease
BCL2	596	18077176	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=596&diseaseAcc=MESH:D000544	Alzheimer's disease
BDNF	627	17344400	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=627&diseaseAcc=MESH:D000544	Alzheimer's disease
BIN1	274	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=274&diseaseAcc=MESH:D000544	Alzheimer's disease
CALM1	801	11470324	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=801&diseaseAcc=MESH:D000544	Alzheimer's disease
CASP3	836	18077176	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=836&diseaseAcc=MESH:D000544	Alzheimer's disease
CD2AP	23607	21460840	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23607&diseaseAcc=MESH:D000544	Alzheimer's disease
CD2AP	23607	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23607&diseaseAcc=MESH:D000544	Alzheimer's disease
CD33	945	21460840	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=945&diseaseAcc=MESH:D000544	Alzheimer's disease
CD33	945	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=945&diseaseAcc=MESH:D000544	Alzheimer's disease
CHRNA7	1139	18071042	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1139&diseaseAcc=MESH:D000544	Alzheimer's disease
CHRNB2	1141	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1141&diseaseAcc=MESH:D000544	Alzheimer's disease
CLU	1191	19734902	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1191&diseaseAcc=MESH:D000544	Alzheimer's disease
CLU	1191	19734903	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1191&diseaseAcc=MESH:D000544	Alzheimer's disease
CLU	1191	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1191&diseaseAcc=MESH:D000544	Alzheimer's disease
CR1	1378	19734903	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1378&diseaseAcc=MESH:D000544	Alzheimer's disease
CR1	1378	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1378&diseaseAcc=MESH:D000544	Alzheimer's disease
CRH	1392	7477348	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=1392&diseaseAcc=MESH:D000544	Alzheimer's disease
CST3	1471	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=1471&diseaseAcc=MESH:D000544	Alzheimer's disease
CST3	1471	18026100	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism|therapeutic		CTD	/detail.go?type=relationship&geneAcc=1471&diseaseAcc=MESH:D000544	Alzheimer's disease
CYP2D6	1565	7574463	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1565&diseaseAcc=MESH:D000544	Alzheimer's disease
CYP46A1	10858	19286353	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10858&diseaseAcc=MESH:D000544	Alzheimer's disease
DPYSL2	1808	19374891	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1808&diseaseAcc=MESH:D000544	Alzheimer's disease
EIF2S1	1965	17406652	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1965&diseaseAcc=MESH:D000544	Alzheimer's disease
ENO1	2023	19374891	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2023&diseaseAcc=MESH:D000544	Alzheimer's disease
EPHA1	2041	21460840	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2041&diseaseAcc=MESH:D000544	Alzheimer's disease
EPHA1	2041	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2041&diseaseAcc=MESH:D000544	Alzheimer's disease
ESR1	2099	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2099&diseaseAcc=MESH:D000544	Alzheimer's disease
GAPDHS	26330	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=26330&diseaseAcc=MESH:D000544	Alzheimer's disease
GSK3B	2932	17409235	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2932&diseaseAcc=MESH:D000544	Alzheimer's disease
HFE	3077	15060098	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3077&diseaseAcc=MESH:D000544	Alzheimer's disease
HFE	3077	17047092	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3077&diseaseAcc=MESH:D000544	Alzheimer's disease
HMOX1	3162	11144356	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3162&diseaseAcc=MESH:D000544	Alzheimer's disease
IDE	3416	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3416&diseaseAcc=MESH:D000544	Alzheimer's disease
IGF1	3479	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3479&diseaseAcc=MESH:D000544	Alzheimer's disease
IGF1R	3480	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3480&diseaseAcc=MESH:D000544	Alzheimer's disease
IGF2	3481	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3481&diseaseAcc=MESH:D000544	Alzheimer's disease
IGF2R	3482	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3482&diseaseAcc=MESH:D000544	Alzheimer's disease
IL1B	3553	18675847	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3553&diseaseAcc=MESH:D000544	Alzheimer's disease
INS	3630	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3630&diseaseAcc=MESH:D000544	Alzheimer's disease
INS	3630	9443474	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3630&diseaseAcc=MESH:D000544	Alzheimer's disease
LEP	3952	20157255	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3952&diseaseAcc=MESH:D000544	Alzheimer's disease
MAPT	4137	12852432	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4137&diseaseAcc=MESH:D000544	Alzheimer's disease
MAPT	4137	14517953	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4137&diseaseAcc=MESH:D000544	Alzheimer's disease
MAPT	4137	15750215	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4137&diseaseAcc=MESH:D000544	Alzheimer's disease
MAPT	4137	20157255	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4137&diseaseAcc=MESH:D000544	Alzheimer's disease
MAPT	4137	21715663	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4137&diseaseAcc=MESH:D000544	Alzheimer's disease
MPO	4353	15023809	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4353&diseaseAcc=MESH:D000544	Alzheimer's disease
MS4A4A	51338	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=51338&diseaseAcc=MESH:D000544	Alzheimer's disease
MTHFR	4524	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4524&diseaseAcc=MESH:D000544	Alzheimer's disease
NCSTN	23385	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23385&diseaseAcc=MESH:D000544	Alzheimer's disease
NOS3	4846	10514107	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4846&diseaseAcc=MESH:D000544	Alzheimer's disease
NOS3	4846	16813604	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4846&diseaseAcc=MESH:D000544	Alzheimer's disease
PCDH11X	27328	19136949	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=27328&diseaseAcc=MESH:D000544	Alzheimer's disease
PICALM	8301	19734902	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8301&diseaseAcc=MESH:D000544	Alzheimer's disease
PICALM	8301	21460841	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8301&diseaseAcc=MESH:D000544	Alzheimer's disease
PPARG	5468	15993441	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5468&diseaseAcc=MESH:D000544	Alzheimer's disease
PPARG	5468	16407166	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5468&diseaseAcc=MESH:D000544	Alzheimer's disease
PRNP	5621	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5621&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	15622541	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	16449385	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	17573346	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	17962197	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:D000544	Alzheimer's disease
PSEN1	5663	16651627	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:C536597	Alzheimer's disease
PSEN1	5663	18227305	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:C536597	Alzheimer's disease
PSEN1	5663	7596406	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5663&diseaseAcc=MESH:C536597	Alzheimer's disease
PSEN2	5664	12925374	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5664&diseaseAcc=MESH:C536597	Alzheimer's disease
PSEN2	5664	16651627	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5664&diseaseAcc=MESH:C536597	Alzheimer's disease
PSEN2	5664	9050898	TAS	DiseaseName: Alzheimer disease, familial (MESH:C536597); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5664&diseaseAcc=MESH:C536597	Alzheimer's disease
SLC30A4	7782	16580781	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7782&diseaseAcc=MESH:D000544	Alzheimer's disease
SLC30A6	55676	16580781	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=55676&diseaseAcc=MESH:D000544	Alzheimer's disease
SOD2	6648	19374891	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6648&diseaseAcc=MESH:D000544	Alzheimer's disease
TF	7018	15060098	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7018&diseaseAcc=MESH:D000544	Alzheimer's disease
TF	7018	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7018&diseaseAcc=MESH:D000544	Alzheimer's disease
TFAM	7019	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7019&diseaseAcc=MESH:D000544	Alzheimer's disease
TNF	7124	17192785	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7124&diseaseAcc=MESH:D000544	Alzheimer's disease
TPI1	7167	19374891	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7167&diseaseAcc=MESH:D000544	Alzheimer's disease
TPP1	1200	10320038	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1200&diseaseAcc=MESH:D000544	Alzheimer's disease
VEGFA	7422	15732116	TAS	DiseaseName: Alzheimer Disease (MESH:D000544); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7422&diseaseAcc=MESH:D000544	Alzheimer's disease
IFNG	3458	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3458&diseaseAcc=MESH:D004749	amebiasis
IL10	3586	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3586&diseaseAcc=MESH:D004749	amebiasis
IL1B	3553	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3553&diseaseAcc=MESH:D004749	amebiasis
IL2	3558	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3558&diseaseAcc=MESH:D004749	amebiasis
IL5	3567	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3567&diseaseAcc=MESH:D004749	amebiasis
IL6	3569	16374615	TAS	DiseaseName: Entamoebiasis (MESH:D004749); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3569&diseaseAcc=MESH:D004749	amebiasis
IFNB1	3456	15990972	TAS	DiseaseName: Melanoma, Amelanotic (MESH:D018328); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3456&diseaseAcc=MESH:D018328	amelanotic melanoma
ENAM	10117	15649948	TAS	DiseaseName: Amelogenesis Imperfecta (MESH:D000567); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10117&diseaseAcc=MESH:D000567	amelogenesis imperfecta
ENAM	10117	17652207	TAS	DiseaseName: Amelogenesis Imperfecta (MESH:D000567); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10117&diseaseAcc=MESH:D000567	amelogenesis imperfecta
FAM83H	286077	18484629	TAS	DiseaseName: Amelogenesis Imperfecta (MESH:D000567); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=286077&diseaseAcc=MESH:D000567	amelogenesis imperfecta
FAM83H	286077	19407157	TAS	DiseaseName: Amelogenesis Imperfecta (MESH:D000567); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=286077&diseaseAcc=MESH:D000567	amelogenesis imperfecta
CPB2	1361	16167916	TAS	DiseaseName: Amenorrhea (MESH:D000568); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1361&diseaseAcc=MESH:D000568	amenorrhea
CYP19A1	1588	8265607	TAS	DiseaseName: Amenorrhea (MESH:D000568); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1588&diseaseAcc=MESH:D000568	amenorrhea
FSHB	2488	8220432	TAS	DiseaseName: Amenorrhea (MESH:D000568); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2488&diseaseAcc=MESH:D000568	amenorrhea
POR	5447	14758361	TAS	DiseaseName: Amenorrhea (MESH:D000568); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5447&diseaseAcc=MESH:D000568	amenorrhea
